mmsi,freq_mean_mhz,freq_min_mhz,freq_max_mhz,freq_std_mhz,bandwidth_mean_khz,power_mean_watts,signal_strength_mean_dbm,snr_mean_db,noise_level_mean_dbm,num_signatures,cluster
749434747,158.292,156.8,159.0,0.9225,29.96,243.28,-51.36,33.12,-85.26,5,4
749937520,159.575,156.87,161.98,2.7451,28.8,325.65,-88.72,34.25,-85.92,4,3
750400300,158.666,156.69,160.46,1.7574,28.0,337.34,-85.56,22.18,-102.24,5,3
750747879,158.8125,156.17,161.93,1.7567,38.72,302.64,-72.74,25.61,-93.28,8,0
750940589,157.565,156.83,158.3,1.0394,16.6,115.65,-56.65,31.65,-75.85,2,4
752014060,159.0156,157.07,160.79,1.4244,30.54,243.46,-71.73,25.88,-86.74,9,2
752289007,159.298,157.54,161.51,1.8127,30.56,219.94,-45.66,13.54,-100.3,5,2
753345065,160.4875,159.83,161.28,0.631,30.4,323.1,-74.45,24.6,-102.3,4,3
753582834,157.935,156.33,159.68,1.6012,27.88,194.25,-50.88,20.58,-97.98,4,4
753673738,159.994,157.85,161.9,1.7313,33.86,287.76,-102.98,30.84,-93.68,5,2
754313150,159.625,157.38,161.78,1.4437,22.42,206.95,-52.8,22.45,-82.98,6,1
754816502,158.02,156.06,161.26,2.1642,25.87,216.35,-33.12,25.18,-97.17,6,4
754922447,158.2275,156.73,161.09,1.4401,33.08,145.24,-73.59,24.72,-86.15,8,4
755635261,159.3717,157.74,161.0,1.2823,28.42,320.75,-60.23,28.87,-92.48,6,3
755940023,158.37,156.11,160.59,2.1398,25.6,293.45,-86.1,28.17,-91.22,4,4
756035927,159.45,157.55,161.59,1.8452,33.34,290.36,-80.32,31.9,-86.5,5,2
758310772,158.79,156.28,161.24,2.0388,37.83,277.55,-58.08,18.47,-87.7,6,2
759217626,158.9157,156.64,161.94,1.7615,24.13,231.27,-61.03,23.2,-94.57,7,4
760132103,157.9867,156.14,159.76,1.8111,34.5,296.3,-69.0,33.97,-96.6,3,0
760384526,158.2383,156.82,160.69,1.4998,30.25,257.48,-74.95,14.32,-97.15,6,4
761368866,158.8733,156.61,160.75,1.7851,17.88,289.85,-56.68,27.45,-87.42,6,3
761439274,160.1,160.1,160.1,,13.8,61.3,-84.6,38.7,-111.8,1,1
761838030,159.324,157.38,161.88,1.7027,32.38,297.92,-55.46,29.36,-105.92,5,2
762178422,159.62,157.6,161.52,1.5048,31.18,204.14,-66.24,15.84,-84.88,5,1
763146211,158.44,156.46,161.12,1.9055,29.82,384.66,-68.98,18.62,-95.76,5,0
763169399,158.9178,156.32,161.04,1.5904,24.66,222.72,-58.06,29.11,-97.19,9,4
763605056,158.782,156.19,161.67,2.6144,35.22,351.78,-51.82,22.1,-85.66,5,0
763846551,159.7943,156.15,161.29,1.8957,29.31,154.34,-60.01,24.73,-91.66,7,1
763973816,159.626,158.77,160.48,0.7585,34.44,282.04,-66.2,29.78,-70.44,5,2
764353680,158.4575,156.36,161.37,2.4097,22.32,100.07,-61.62,34.95,-87.58,4,1
764633816,158.8314,156.46,161.11,1.5304,37.74,244.93,-83.9,28.01,-88.84,7,2
764776555,161.19,160.67,161.71,0.7354,31.05,155.25,-74.3,23.65,-73.0,2,1
765262794,158.2483,156.92,160.52,1.4718,23.05,252.93,-54.25,31.53,-77.53,6,4
766040528,158.7143,156.07,160.96,1.9894,27.51,210.84,-75.94,32.79,-98.39,7,4
766133415,158.114,156.36,160.88,1.8761,26.12,219.56,-76.12,20.64,-105.46,5,4
766277551,160.126,158.37,161.11,1.1022,40.46,152.6,-69.6,27.88,-102.28,5,2
767793733,158.68,158.04,159.96,0.8818,35.1,286.4,-83.02,19.5,-79.88,4,0
767801946,159.585,157.34,161.95,1.893,25.28,196.88,-86.18,20.98,-83.82,4,1
767955728,159.4175,156.07,161.69,2.5253,35.65,201.65,-66.53,24.08,-93.38,4,2
768075179,159.1517,156.43,161.02,1.837,34.18,225.93,-71.42,30.05,-87.98,6,2
768349235,159.86,159.31,160.55,0.6317,31.33,337.17,-53.3,26.13,-78.0,3,3
768467727,159.274,156.16,161.37,2.0047,18.22,326.34,-63.44,31.2,-95.22,5,3
769565144,158.815,157.86,159.77,1.3506,22.6,287.3,-68.85,15.85,-99.4,2,3
771069098,160.202,158.43,161.3,1.2098,30.98,216.5,-74.68,26.18,-96.02,5,1
771150112,160.1943,156.39,161.99,1.957,28.5,320.81,-67.27,14.07,-82.39,7,3
771305759,158.3914,156.36,161.76,1.7249,36.22,201.05,-74.01,24.33,-89.4,14,2
771937775,157.305,156.14,158.85,1.081,26.58,127.18,-74.65,20.73,-90.02,6,4
772043340,159.8871,156.51,161.69,1.8317,26.17,182.74,-55.76,19.63,-92.99,7,1
772134211,158.285,156.39,161.12,1.7995,32.43,411.47,-85.88,30.47,-73.43,6,0
772687223,158.686,157.04,161.04,1.8124,26.08,250.24,-51.56,35.28,-91.72,5,4
773465268,158.1425,156.24,159.79,1.5151,28.8,209.8,-46.12,36.78,-94.4,4,4
773610320,157.742,156.22,159.7,1.7061,22.04,215.1,-52.26,25.84,-88.64,5,4
774339038,158.0175,156.58,159.01,1.0886,32.22,198.08,-78.55,6.48,-90.02,4,4
775231305,158.125,158.01,158.24,0.1626,34.65,257.65,-39.85,41.2,-84.0,2,0
775404149,159.4643,156.88,161.78,2.05,35.23,251.19,-62.36,31.77,-90.1,7,2
775416352,161.1,160.85,161.4,0.2784,37.87,375.07,-100.67,20.73,-94.17,3,2
775929575,159.1725,156.02,160.71,1.6265,32.45,277.39,-79.76,29.42,-82.75,8,2
776350480,159.99,158.92,160.78,0.9611,31.07,280.2,-74.7,32.8,-84.67,3,3
777022296,158.8342,156.08,161.89,1.7909,30.35,321.38,-53.97,26.08,-91.95,12,0
777450460,160.54,159.77,161.93,1.2061,35.03,187.13,-54.07,30.53,-77.67,3,2
777666051,159.41,156.29,161.82,1.9968,33.69,223.03,-59.56,18.79,-91.72,12,2
778196639,157.075,156.15,158.0,1.3081,37.15,360.1,-41.55,26.15,-103.85,2,0
778281235,157.95,157.61,158.29,0.4808,36.8,260.05,-86.05,27.0,-97.15,2,0
778418171,160.12,158.49,161.75,2.3052,18.4,418.8,-36.7,37.4,-93.7,2,3
778903980,158.7233,156.96,161.7,2.5925,36.7,237.93,-79.6,28.07,-90.1,3,2
779191453,158.91,156.26,160.82,1.9109,26.95,225.65,-60.95,30.52,-88.42,4,4
779676678,158.996,156.06,161.02,1.9733,28.14,272.18,-69.88,19.36,-84.08,5,3
779719852,161.3,161.3,161.3,,29.4,364.3,-80.3,20.3,-82.6,1,3
780410570,158.24,156.01,161.03,2.3923,32.7,208.24,-67.12,26.56,-98.9,5,4
780476855,159.79,157.88,161.9,1.9394,21.6,235.3,-76.88,11.56,-84.1,5,3
780543548,158.6038,156.05,161.52,1.7555,29.05,196.44,-68.0,20.4,-96.68,8,4
780611688,158.1575,156.35,161.28,2.2951,21.32,188.8,-70.05,22.15,-89.98,4,4
780860305,159.856,158.1,161.79,1.3834,26.76,233.56,-81.72,30.82,-84.28,5,1
780872220,158.478,156.29,160.17,1.5432,29.86,314.58,-52.74,26.78,-84.96,5,0
780970320,158.42,156.07,161.06,2.0683,26.76,262.46,-73.1,24.35,-86.75,10,4
781122679,158.7225,157.53,161.32,1.7479,38.58,308.12,-63.9,16.77,-93.9,4,0
782140749,158.585,156.99,160.32,1.5494,34.65,351.72,-57.48,28.6,-81.7,4,0
782576379,158.54,156.18,161.69,1.8644,27.71,255.0,-77.87,31.01,-96.19,9,4
782905490,159.68,157.35,161.02,1.7122,27.05,214.8,-39.42,18.42,-77.05,4,1
782964567,159.6517,157.18,160.95,1.5661,33.6,241.28,-66.73,19.17,-89.58,6,2
783109193,159.89,157.9,161.73,1.9194,29.63,164.63,-91.4,29.07,-107.87,3,1
783480433,158.7775,157.13,160.32,1.534,25.5,187.08,-53.7,29.98,-82.7,4,4
783771062,161.37,161.37,161.37,,33.8,358.2,-31.4,3.5,-65.8,1,3
784062106,159.2325,156.92,161.05,1.8678,29.62,309.75,-77.8,33.25,-80.05,4,3
784993050,158.2775,156.3,159.2,1.3452,25.22,203.45,-71.2,34.78,-87.42,4,4
786527370,158.9622,157.17,161.11,1.5125,36.24,276.72,-61.72,23.21,-95.59,9,2
786592775,157.544,156.21,159.02,1.1607,27.64,373.26,-73.04,31.86,-95.82,5,0
787276961,159.01,157.43,159.98,1.1234,24.48,220.75,-77.22,23.7,-92.35,4,4
787632236,159.3333,156.66,160.81,2.3194,24.53,259.4,-53.27,26.5,-93.3,3,3
787790467,157.5375,156.61,158.96,1.0037,25.05,245.92,-59.08,30.9,-100.6,4,4
788222557,159.715,156.06,161.75,2.5066,40.35,292.25,-86.1,27.2,-97.28,4,2
789472539,159.5467,156.26,161.97,2.9513,36.83,290.57,-82.9,11.37,-92.6,3,2
789983559,159.4867,157.81,161.17,1.68,24.5,183.1,-41.1,30.13,-86.37,3,1
790078615,159.3075,157.14,160.68,1.5173,20.23,152.85,-50.68,13.08,-94.3,4,1
790918169,158.1433,157.35,159.21,0.9597,38.33,299.13,-47.07,12.67,-96.27,3,0
791982495,159.0257,156.08,161.71,2.1632,36.91,306.27,-83.64,29.5,-94.8,7,2
792163190,158.3988,156.27,161.72,2.1179,24.54,234.2,-62.52,24.38,-81.89,8,4
792191610,159.11,156.65,161.78,2.156,29.64,298.04,-83.52,25.0,-89.32,5,3
792400356,157.9583,156.09,159.95,1.6084,21.93,320.53,-63.38,31.48,-91.25,6,4
792401778,158.184,156.53,160.87,1.6079,21.04,187.5,-78.24,24.52,-87.26,5,4
792478979,158.1433,157.02,161.66,1.7888,24.8,208.58,-73.83,29.12,-87.72,6,4
792597146,158.638,156.53,161.74,2.2387,30.08,308.4,-42.34,10.4,-97.86,5,0
793562464,158.366,156.59,160.74,1.5646,31.28,240.32,-62.34,27.12,-91.2,5,4
794030443,159.4325,157.57,161.26,1.6983,27.48,182.72,-51.02,28.8,-90.9,4,1
794556784,160.162,156.6,161.91,2.205,33.64,225.8,-68.2,24.96,-86.5,5,2
794690449,156.9967,156.48,157.89,0.7768,16.0,221.73,-76.6,28.23,-102.9,3,4
795339740,159.4462,156.3,161.19,1.7997,36.78,218.06,-58.34,32.91,-92.26,8,2
795801450,159.15,158.9,159.4,0.3536,39.85,309.7,-105.5,42.2,-88.05,2,2
796002514,159.59,156.71,160.73,1.3795,27.01,216.26,-71.61,23.19,-101.93,7,1
796664560,159.354,157.22,160.97,1.5711,28.3,173.76,-72.8,10.14,-92.26,5,1
796671313,160.22,158.99,161.05,1.0867,30.0,125.77,-107.03,25.2,-100.7,3,1
797047520,159.55,156.15,161.79,1.9484,36.04,237.78,-71.56,21.59,-87.37,10,2
798437882,158.305,156.38,161.36,1.7506,41.58,353.82,-80.2,28.33,-87.82,6,0
798578134,160.86,160.86,160.86,,10.3,271.2,-57.6,40.2,-61.4,1,3
